name,type,isin,ticker_euronext,market,eligible_pea,yahoo_ticker
XILAM ANIMATION,Common Stock,,ALXIL,Euronext Paris,True,ALXIL.PA
REXEL SA,Common Stock,,RXL,Euronext Paris,True,RXL.PA
IDI,Common Stock,,IDIP,Euronext Paris,True,IDIP.PA
FINANCIERE MONCEY,Common Stock,,FMONC,Euronext Paris,True,FMONC.PA
ADVINI,Common Stock,,ALAVI,Euronext Paris,True,ALAVI.PA
VERGNET,Common Stock,,ALVER,Euronext Paris,True,ALVER.PA
VUSION,Common Stock,,VU,Euronext Paris,True,VU.PA
BODY ONE,Common Stock,,MLONE,Euronext Paris,True,MLONE.PA
EMEIS SA,Common Stock,,EMEIS,Euronext Paris,True,EMEIS.PA
NOVATECH INDUSTRIES,Common Stock,,MLNOV,Euronext Paris,True,MLNOV.PA
MAUREL ET PROM,Common Stock,,MAU,Euronext Paris,True,MAU.PA
SAPMER,Common Stock,,ALMER,Euronext Paris,True,ALMER.PA
DNXCORP,Common Stock,,ALDNX,Euronext Paris,True,ALDNX.PA
EXACOMPTA CLAIREFONTAINE,Common Stock,,ALEXA,Euronext Paris,True,ALEXA.PA
LEGRAND SA,Common Stock,,LR,Euronext Paris,True,LR.PA
POUJOULAT,Common Stock,,ALPJT,Euronext Paris,True,ALPJT.PA
COURTOIS-R,Common Stock,,COUR,Euronext Paris,True,COUR.PA
HITECHPROS,Common Stock,,ALHIT,Euronext Paris,True,ALHIT.PA
DAMARTEX,Common Stock,,ALDAR,Euronext Paris,True,ALDAR.PA
L.D.C. SA,Common Stock,,LOUP,Euronext Paris,True,LOUP.PA
TOUAX,Common Stock,,ALTOU,Euronext Paris,True,ALTOU.PA
GROUPE ETPO SA,Common Stock,,INFE,Euronext Paris,True,INFE.PA
FIDUCIAL REAL ESTATE SA,Common Stock,,ORIA,Euronext Paris,True,ORIA.PA
ALTAREIT,Common Stock,,AREIT,Euronext Paris,True,AREIT.PA
NEXTEDIA,Common Stock,,ALNXT,Euronext Paris,True,ALNXT.PA
CA ATLANTIQUE VENDEE-CCI,Common Stock,,CRAV,Euronext Paris,True,CRAV.PA
CA NORD DE FRANCE-CCI,Common Stock,,CNDF,Euronext Paris,True,CNDF.PA
PHONE WEB,Common Stock,,MLPHW,Euronext Paris,True,MLPHW.PA
EUTELSAT COMMUNICATIONS,Common Stock,,ETL,Euronext Paris,True,ETL.PA
DOCKS DES PETROLES D'AMBES,Common Stock,,DPAM,Euronext Paris,True,DPAM.PA
ELECTRICITE DE STRASBOURG-RG,Common Stock,,ELEC,Euronext Paris,True,ELEC.PA
CELLECTIS,Common Stock,,ALCLS,Euronext Paris,True,ALCLS.PA
LNA SANTE,Common Stock,,LNA,Euronext Paris,True,LNA.PA
SBT,Common Stock,,MLSBT,Euronext Paris,True,MLSBT.PA
VIALIFE,Common Stock,,ALVIA,Euronext Paris,True,ALVIA.PA
MALTERIES FRANCO-BELGES,Common Stock,,MALT,Euronext Paris,True,MALT.PA
COFIDUR,Common Stock,,ALCOF,Euronext Paris,True,ALCOF.PA
MADE SA,Common Stock,,MLMAD,Euronext Paris,True,MLMAD.PA
WEYA,Common Stock,,MLWEY,Euronext Paris,True,MLWEY.PA
VOYAGEURS DU MONDE,Common Stock,,ALVDM,Euronext Paris,True,ALVDM.PA
FRANCE TOURISME IMMOBILIER,Common Stock,,MLFTI,Euronext Paris,True,MLFTI.PA
D.L.S.I.,Common Stock,,ALDLS,Euronext Paris,True,ALDLS.PA
REWORLD,Common Stock,,ALREW,Euronext Paris,True,ALREW.PA
MAGILLEM DESIGN SERVICES,Common Stock,,MLMGL,Euronext Paris,True,MLMGL.PA
PROLOGUE - REG,Common Stock,,ALPRG,Euronext Paris,True,ALPRG.PA
EUROPACORP,Common Stock,,ALECP,Euronext Paris,True,ALECP.PA
NSE,Common Stock,,ALNSE,Euronext Paris,True,ALNSE.PA
KLIMVEST PLC,Common Stock,,ALSIM,Euronext Paris,True,ALSIM.PA
CLARIANE SE,Common Stock,,CLARI,Euronext Paris,True,CLARI.PA
EAVS,Common Stock,,MLEAV,Euronext Paris,True,MLEAV.PA
INNATE PHARMA SA,Common Stock,,IPH,Euronext Paris,True,IPH.PA
EURASIA GROUPE,Common Stock,,ALEUA,Euronext Paris,True,ALEUA.PA
ODIOT SA,Common Stock,,MLODT,Euronext Paris,True,MLODT.PA
TRILOGIQ,Common Stock,,ALTRI,Euronext Paris,True,ALTRI.PA
AGROGENERATION,Common Stock,,ALAGR,Euronext Paris,True,ALAGR.PA
GENFIT,Common Stock,,GNFT,Euronext Paris,True,GNFT.PA
VANTIVA SA,Common Stock,,VANTI,Euronext Paris,True,VANTI.PA
ITISSALAT AL-MAGHRIB,Common Stock,,IAM,Euronext Paris,True,IAM.PA
AB SCIENCE SA,Common Stock,,AB,Euronext Paris,True,AB.PA
EUROLAND CORPORATE,Common Stock,,ALERO,Euronext Paris,True,ALERO.PA
PHOTONIKE CAPITAL SA,Common Stock,,MLPHO,Euronext Paris,True,MLPHO.PA
ETHERO,Common Stock,,ALENT,Euronext Paris,True,ALENT.PA
DOLFINES,Common Stock,,ALDOL,Euronext Paris,True,ALDOL.PA
EDUFORM'ACTION,Common Stock,,MLEFA,Euronext Paris,True,MLEFA.PA
QWAMPLIFY SA,Common Stock,,ALQWA,Euronext Paris,True,ALQWA.PA
ISPD NETWORK,Common Stock,,ALISP,Euronext Paris,True,ALISP.PA
EAGLE FOOTBALL GROUP,Common Stock,,EFG,Euronext Paris,True,EFG.PA
GROUPIMO,Common Stock,,ALIMO,Euronext Paris,True,ALIMO.PA
GENOWAY SA,Common Stock,,ALGEN,Euronext Paris,True,ALGEN.PA
CRCAM DU LANGUEDOC,Common Stock,,CRLA,Euronext Paris,True,CRLA.PA
NICOLAS MIGUET - REGR,Common Stock,,MLNMA,Euronext Paris,True,MLNMA.PA
FINAXO ENVIRONNEMENT,Common Stock,,MLFXO,Euronext Paris,True,MLFXO.PA
FOUNTAINE PAJOT SA,Common Stock,,ALFPC,Euronext Paris,True,ALFPC.PA
VALNEVA SE,Common Stock,,VLA,Euronext Paris,True,VLA.PA
ACHETER-LOUER.FR,Common Stock,,ALALO,Euronext Paris,True,ALALO.PA
OREGE,Common Stock,,OREGE,Euronext Paris,True,OREGE.PA
EASSON HOLDING LTD,Common Stock,,MLEAS,Euronext Paris,True,MLEAS.PA
ROCTOOL,Common Stock,,ALROC,Euronext Paris,True,ALROC.PA
I2S SA,Common Stock,,ALI2S,Euronext Paris,True,ALI2S.PA
GETLINK SE,Common Stock,,GET,Euronext Paris,True,GET.PA
STREAMWIDE,Common Stock,,ALSTW,Euronext Paris,True,ALSTW.PA
ATON SA,Common Stock,,ALTAO,Euronext Paris,True,ALTAO.PA
SIMAT,Common Stock,,MLMAT,Euronext Paris,True,MLMAT.PA
EDENRED,Common Stock,,EDEN,Euronext Paris,True,EDEN.PA
COLIPAYS,Common Stock,,MLCLP,Euronext Paris,True,MLCLP.PA
FIRSTCAUTION SA,Common Stock,,MLFIR,Euronext Paris,True,MLFIR.PA
SCEMI,Common Stock,,MLCMI,Euronext Paris,True,MLCMI.PA
APERAM,Common Stock,,APAM,Euronext Paris,True,APAM.PA
BIOSYNEX,Common Stock,,ALBIO,Euronext Paris,True,ALBIO.PA
PATRIMOINE ET COMMERCE-REGR,Common Stock,,PAT,Euronext Paris,True,PAT.PA
SIRIUS MEDIA,Common Stock,,ALSRS,Euronext Paris,True,ALSRS.PA
MOULINVEST SA,Common Stock,,ALMOU,Euronext Paris,True,ALMOU.PA
KLARSEN,Common Stock,,ALKLA,Euronext Paris,True,ALKLA.PA
VERALLIA,Common Stock,,VRLA,Euronext Paris,True,VRLA.PA
MEDIAN TECHNOLOGIES,Common Stock,,ALMDT,Euronext Paris,True,ALMDT.PA
74SOFTWARE SA,Common Stock,,74SW,Euronext Paris,True,74SW.PA
GLOBAL BIOENERGIES SA,Common Stock,,ALGBE,Euronext Paris,True,ALGBE.PA
MAUNA KEA TECHNOLOGIES,Common Stock,,ALMKT,Euronext Paris,True,ALMKT.PA
CAPITAL B,Common Stock,,ALCPB,Euronext Paris,True,ALCPB.PA
KLEA HOLDING,Common Stock,,ALKLH,Euronext Paris,True,ALKLH.PA
TELEVISTA SA - REGP,Common Stock,,MLVST,Euronext Paris,True,MLVST.PA
ONLINEFORMAPRO,Common Stock,,MLONL,Euronext Paris,True,MLONL.PA
SMALTO-REGR,Common Stock,,MLSML,Euronext Paris,True,MLSML.PA
COGRA 48,Common Stock,,ALCOG,Euronext Paris,True,ALCOG.PA
GALEO CONCEPT,Common Stock,,MLGAL,Euronext Paris,True,MLGAL.PA
ADOCIA SAS,Common Stock,,ADOC,Euronext Paris,True,ADOC.PA
DBV TECHNOLOGIES SA,Common Stock,,DBV,Euronext Paris,True,DBV.PA
NOKIA OYJ,Common Stock,,NOKIA,Euronext Paris,True,NOKIA.PA
INTRASENSE SAS,Common Stock,,ALINS,Euronext Paris,True,ALINS.PA
VERIMATRIX SA,Common Stock,,VMX,Euronext Paris,True,VMX.PA
BLUELINEA,Common Stock,,ALBLU,Euronext Paris,True,ALBLU.PA
GOLD BY GOLD,Common Stock,,ALGLD,Euronext Paris,True,ALGLD.PA
ID LOGISTICS GROUP,Common Stock,,IDL,Euronext Paris,True,IDL.PA
TPSH,Common Stock,,MLPSH,Euronext Paris,True,MLPSH.PA
MYHOTELMATCH,Common Stock,,MHM,Euronext Paris,True,MHM.PA
METHANOR SCA,Common Stock,,ALMET,Euronext Paris,True,ALMET.PA
AZ LEASING SPA,Common Stock,,MLAZL,Euronext Paris,True,MLAZL.PA
NOVACYT,Common Stock,,ALNOV,Euronext Paris,True,ALNOV.PA
NANOBIOTIX,Common Stock,,NANO,Euronext Paris,True,NANO.PA
ACTIVIUM GROUP,Common Stock,,MLACT,Euronext Paris,True,MLACT.PA
INFOCLIP,Common Stock,,MLIFC,Euronext Paris,True,MLIFC.PA
AMATHEON AGRI HOLDING NV,Common Stock,,MLAAH,Euronext Paris,True,MLAAH.PA
SPINEWAY,Common Stock,,ALSPW,Euronext Paris,True,ALSPW.PA
DYNEX ENERGY SA,Common Stock,,MLDYX,Euronext Paris,True,MLDYX.PA
SPINEGUARD SA,Common Stock,,ALSGD,Euronext Paris,True,ALSGD.PA
EKINOPS,Common Stock,,EKI,Euronext Paris,True,EKI.PA
CONDOR TECHNOLOGIES,Common Stock,,MLMFI,Euronext Paris,True,MLMFI.PA
FNAC DARTY SA,Common Stock,,FNAC,Euronext Paris,True,FNAC.PA
CELYAD ONCOLOGY,Common Stock,,CYAD,Euronext Paris,True,CYAD.PA
TONNER DRONES,Common Stock,,ALTD,Euronext Paris,True,ALTD.PA
FONCIERE VINDI SA,Common Stock,,MLVIN,Euronext Paris,True,MLVIN.PA
IMPLANET,Common Stock,,ALIMP,Euronext Paris,True,ALIMP.PA
CARBIOS,Common Stock,,ALCRB,Euronext Paris,True,ALCRB.PA
QUANTUM GENOMICS SAS-REGR,Common Stock,,ALQGC,Euronext Paris,True,ALQGC.PA
NEOLIFE,Common Stock,,ALNLF,Euronext Paris,True,ALNLF.PA
FIGEAC-AERO,Common Stock,,FGA,Euronext Paris,True,FGA.PA
AVENTADOR,Common Stock,,ALAVE,Euronext Paris,True,ALAVE.PA
CROSSJECT,Common Stock,,ALCJ,Euronext Paris,True,ALCJ.PA
GAZTRANSPORT ET TECHNIGA SA,Common Stock,,GTT,Euronext Paris,True,GTT.PA
VEOM GROUP,Common Stock,,ALVG,Euronext Paris,True,ALVG.PA
FERMENTALG,Common Stock,,ALGAE,Euronext Paris,True,ALGAE.PA
PROVENTURE GOLD INC,Common Stock,,MLPRO,Euronext Paris,True,MLPRO.PA
UMALIS GROUP,Common Stock,,MLUMG,Euronext Paris,True,MLUMG.PA
THERACLION,Common Stock,,ALTHE,Euronext Paris,True,ALTHE.PA
REALITES,Common Stock,,ALREA,Euronext Paris,True,ALREA.PA
EURONEXT NV,Common Stock,,ENX,Euronext Paris,True,ENX.PA
ELIOR GROUP,Common Stock,,ELIOR,Euronext Paris,True,ELIOR.PA
SERGE FERRARI GROUP,Common Stock,,SEFER,Euronext Paris,True,SEFER.PA
SCANDINAVIAN HOUSE,Common Stock,,MLSHD,Euronext Paris,True,MLSHD.PA
WORLDLINE SA,Common Stock,,WLN,Euronext Paris,True,WLN.PA
COFACE SA,Common Stock,,COFA,Euronext Paris,True,COFA.PA
ATEME SA,Common Stock,,ATEME,Euronext Paris,True,ATEME.PA
SEQUA PETROLEUM NV,Common Stock,,MLSEQ,Euronext Paris,True,MLSEQ.PA
VOLTALIA SA- REGR,Common Stock,,VLTSA,Euronext Paris,True,VLTSA.PA
ESPERITE,Common Stock,,ESP,Euronext Paris,True,ESP.PA
SPIE SA,Common Stock,,SPIE,Euronext Paris,True,SPIE.PA
LUCIBEL SA,Common Stock,,ALUCI,Euronext Paris,True,ALUCI.PA
ELIS SA,Common Stock,,ELIS,Euronext Paris,True,ELIS.PA
FRANCK DEVILLE,Common Stock,,MLFDV,Euronext Paris,True,MLFDV.PA
ARTEA - REGR,Common Stock,,ARTE,Euronext Paris,True,ARTE.PA
HOME CONCEPT FRANCE,Common Stock,,MLHCF,Euronext Paris,True,MLHCF.PA
AG3I,Common Stock,,MLAGI,Euronext Paris,True,MLAGI.PA
SEMPLICEMENTE SPA,Common Stock,,MLSMP,Euronext Paris,True,MLSMP.PA
EUROFINS CEREP-REGR,Common Stock,,ALECR,Euronext Paris,True,ALECR.PA
POXEL SA,Common Stock,,POXEL,Euronext Paris,True,POXEL.PA
CNOVA NV,Common Stock,,CNV,Euronext Paris,True,CNV.PA
SAFE ORTHOPAEDICS SA,Common Stock,,ALSAF,Euronext Paris,True,ALSAF.PA
PULLUP ENTERTAINMENT,Common Stock,,ALPUL,Euronext Paris,True,ALPUL.PA
BIOSENIC SA,Common Stock,,BOTHE,Euronext Paris,True,BOTHE.PA
ECOSLOPS,Common Stock,,ALESA,Euronext Paris,True,ALESA.PA
OSE IMMUNO,Common Stock,,OSE,Euronext Paris,True,OSE.PA
ABIONYX PHARMA SA,Common Stock,,ABNX,Euronext Paris,True,ABNX.PA
GROUPE PARTOUCHE SA-REGR,Common Stock,,PARP,Euronext Paris,True,PARP.PA
SENSORION SA,Common Stock,,ALSEN,Euronext Paris,True,ALSEN.PA
DRONE VOLT SACA,Common Stock,,ALDRV,Euronext Paris,True,ALDRV.PA
UNITI SA,Common Stock,,ALUNT,Euronext Paris,True,ALUNT.PA
WALLIX GROUP,Common Stock,,ALLIX,Euronext Paris,True,ALLIX.PA
HIPAY GROUP SA,Common Stock,,ALHYP,Euronext Paris,True,ALHYP.PA
ABIVAX SA,Common Stock,,ABVX,Euronext Paris,True,ABVX.PA
AMUNDI SA,Common Stock,,AMUN,Euronext Paris,True,AMUN.PA
AMOEBA SAS,Common Stock,,ALMIB,Euronext Paris,True,ALMIB.PA
BIOPHYTIS,Common Stock,,ALBPS,Euronext Paris,True,ALBPS.PA
GENTLEMEN'S EQUITY SA,Common Stock,,MLGEQ,Euronext Paris,True,MLGEQ.PA
VALONEO,Common Stock,,MLVAL,Euronext Paris,True,MLVAL.PA
H&K AG,Common Stock,,MLHK,Euronext Paris,True,MLHK.PA
ASHLER ET MANSON,Common Stock,,MLAEM,Euronext Paris,True,MLAEM.PA
SHOWROOMPRIVE,Common Stock,,SRP,Euronext Paris,True,SRP.PA
KKO INTERNATIONAL SA,Common Stock,,ALKKO,Euronext Paris,True,ALKKO.PA
POULAILLON SA,Common Stock,,ALPOU,Euronext Paris,True,ALPOU.PA
CMG CLEAN TECH SA,Common Stock,,MLCMG,Euronext Paris,True,MLCMG.PA
MILIBOO SA,Common Stock,,ALMLB,Euronext Paris,True,ALMLB.PA
MAISON CLIO BLUE,Common Stock,,MLCLI,Euronext Paris,True,MLCLI.PA
DBT,Common Stock,,ALDBT,Euronext Paris,True,ALDBT.PA
IMMERSION,Common Stock,,ALIMR,Euronext Paris,True,ALIMR.PA
GENEURO SA,Common Stock,,GNRO,Euronext Paris,True,GNRO.PA
AZOREAN TECH,Common Stock,,MLAAT,Euronext Paris,True,MLAAT.PA
SMCP SA,Common Stock,,SMCP,Euronext Paris,True,SMCP.PA
WITBE.NET,Common Stock,,ALWIT,Euronext Paris,True,ALWIT.PA
MAISONS DU MONDE SA,Common Stock,,MDM,Euronext Paris,True,MDM.PA
KERLINK,Common Stock,,ALKLK,Euronext Paris,True,ALKLK.PA
EUROPEAN MEDICAL SOLUTIONS S,Common Stock,,ASIT,Euronext Paris,True,ASIT.PA
LA SAVONNERIE DE NYONS SACA,Common Stock,,MLSDN,Euronext Paris,True,MLSDN.PA
FRANCAISE ENERGIE,Common Stock,,FDE,Euronext Paris,True,FDE.PA
ABEO SA,Common Stock,,ABEO,Euronext Paris,True,ABEO.PA
GENSIGHT BIOLOGICS SA,Common Stock,,SIGHT,Euronext Paris,True,SIGHT.PA
INVIBES ADVERTISING,Common Stock,,ALINV,Euronext Paris,True,ALINV.PA
INVENTIVA SA,Common Stock,,IVA,Euronext Paris,True,IVA.PA
TME PHARMA NV,Common Stock,,ALTME,Euronext Paris,True,ALTME.PA
CORETECH 5,Common Stock,,MLCOT,Euronext Paris,True,MLCOT.PA
SOLVAY SA,Common Stock,,SOLB,Euronext Paris,True,SOLB.PA
FNP TECHNOLOGIES SA,Common Stock,,MLFNP,Euronext Paris,True,MLFNP.PA
OSMOZIS SAS,Common Stock,,ALOSM,Euronext Paris,True,ALOSM.PA
TIKEHAU CAPITAL,Common Stock,,TKO,Euronext Paris,True,TKO.PA
PRODWAYS GROUP SA,Common Stock,,ALPWG,Euronext Paris,True,ALPWG.PA
X-FAB SILICON FOUNDRIES SE,Common Stock,,XFAB,Euronext Paris,True,XFAB.PA
AYVENS SA,Common Stock,,AYV,Euronext Paris,True,AYV.PA
VALBIOTIS SA,Common Stock,,ALVAL,Euronext Paris,True,ALVAL.PA
ONE EXPERIENCE,Common Stock,,ALEXP,Euronext Paris,True,ALEXP.PA
UV GERMI SA,Common Stock,,ALUVI,Euronext Paris,True,ALUVI.PA
ADEUNIS RF SACA,Common Stock,,ALARF,Euronext Paris,True,ALARF.PA
ALVEEN SA,Common Stock,,MLALV,Euronext Paris,True,MLALV.PA
THX PHARMA SACA,Common Stock,,ALTHX,Euronext Paris,True,ALTHX.PA
ADVICENNE,Common Stock,,ALDVI,Euronext Paris,True,ALDVI.PA
OCTOPUS BIOSAFETY,Common Stock,,MLOCT,Euronext Paris,True,MLOCT.PA
VENTE-UNIQUE.COM SA,Common Stock,,ALVU,Euronext Paris,True,ALVU.PA
METRICS IN BALANCE SA,Common Stock,,MLMIB,Euronext Paris,True,MLMIB.PA
MEDIA LAB SPA,Common Stock,,MLLAB,Euronext Paris,True,MLLAB.PA
PARX MATERIALS NV,Common Stock,,MLPRX,Euronext Paris,True,MLPRX.PA
DONT NOD ENTERTAINMENT SA,Common Stock,,ALDNE,Euronext Paris,True,ALDNE.PA
ENENSYS TECHNOLOGIES SA,Common Stock,,ALNN6,Euronext Paris,True,ALNN6.PA
KALRAY SADIR,Common Stock,,ALKAL,Euronext Paris,True,ALKAL.PA
COGELEC,Common Stock,,ALLEC,Euronext Paris,True,ALLEC.PA
CARVOLIX SA,Common Stock,,CVX,Euronext Paris,True,CVX.PA
ROCHE BOBOIS SA,Common Stock,,RBO,Euronext Paris,True,RBO.PA
2CRSI SA,Common Stock,,AL2SI,Euronext Paris,True,AL2SI.PA
BIO-UV GROUP SAS,Common Stock,,ALTUV,Euronext Paris,True,ALTUV.PA
ORDISSIMO SA,Common Stock,,ALORD,Euronext Paris,True,ALORD.PA
WINAMP GROUP SA,Common Stock,,ALWIN,Euronext Paris,True,ALWIN.PA
MEDINCELL SA,Common Stock,,MEDCL,Euronext Paris,True,MEDCL.PA
VOGO SACA,Common Stock,,ALVGO,Euronext Paris,True,ALVGO.PA
BLUE SHARK POWER SYSTEM SA,Common Stock,,MLBSP,Euronext Paris,True,MLBSP.PA
BAIKOWSKI SAS,Common Stock,,ALBKK,Euronext Paris,True,ALBKK.PA
TITAN SA,Common Stock,,TITC,Euronext Paris,True,TITC.PA
LLEIDANETWORKS SERVEIS TELEM,Common Stock,,ALLLN,Euronext Paris,True,ALLLN.PA
PREDILIFE SA,Common Stock,,ALPRE,Euronext Paris,True,ALPRE.PA
ITALY INNOVAZIONI,Common Stock,,MLITN,Euronext Paris,True,MLITN.PA
ARCURE SA,Common Stock,,ALCUR,Euronext Paris,True,ALCUR.PA
EDILIZIACROBATICA SPA,Common Stock,,ALEAC,Euronext Paris,True,ALEAC.PA
NR21,Common Stock,,NR21,Euronext Paris,True,NR21.PA
KUMULUS VAPE,Common Stock,,ALVAP,Euronext Paris,True,ALVAP.PA
SOCIETA EDITORIALE IL FATTO,Common Stock,,ALSEI,Euronext Paris,True,ALSEI.PA
GROUPE TERA,Common Stock,,ALGTR,Euronext Paris,True,ALGTR.PA
AERKOMM INC,Common Stock,,AKOM,Euronext Paris,True,AKOM.PA
BOOSTHEAT SACA,Common Stock,,ALBOO,Euronext Paris,True,ALBOO.PA
HOFFMANN GREEN CEMENT TECHNO,Common Stock,,ALHGR,Euronext Paris,True,ALHGR.PA
AGRIPOWER FRANCE SA,Common Stock,,ALAGP,Euronext Paris,True,ALAGP.PA
FDJ UNITED,Common Stock,,FDJU,Euronext Paris,True,FDJU.PA
MARE NOSTRUM SA,Common Stock,,ALMAR,Euronext Paris,True,ALMAR.PA
INNOVATIVE-RFK S.P.A,Common Stock,,MLIRF,Euronext Paris,True,MLIRF.PA
MUNIC,Common Stock,,ALMUN,Euronext Paris,True,ALMUN.PA
PAULIC MEUNERIE SA,Common Stock,,ALPAU,Euronext Paris,True,ALPAU.PA
NACON SA,Common Stock,,NACON,Euronext Paris,True,NACON.PA
FACEPHI BIOMETRIA SA,Common Stock,,ALPHI,Euronext Paris,True,ALPHI.PA
INMOSUPA SOCIMI SA,Common Stock,,MLISP,Euronext Paris,True,MLISP.PA
IANTE INVESTMENTS SOCIMI SA,Common Stock,,MLINT,Euronext Paris,True,MLINT.PA
ENERGISME SA,Common Stock,,ALNRG,Euronext Paris,True,ALNRG.PA
APTORUM GROUP LTD-CLASS A,Common Stock,,APM,Euronext Paris,True,APM.PA
ECOMIAM SA,Common Stock,,ALECO,Euronext Paris,True,ALECO.PA
LES CONSTRUCTEURS DU BOIS SA,Common Stock,,MLLCB,Euronext Paris,True,MLLCB.PA
MAKING SCIENCE GROUP SA,Common Stock,,ALMKS,Euronext Paris,True,ALMKS.PA
ALCHIMIE SAS,Common Stock,,ALCHI,Euronext Paris,True,ALCHI.PA
WINFARM SAS,Common Stock,,ALWF,Euronext Paris,True,ALWF.PA
TERACT SA,Common Stock,,TRACT,Euronext Paris,True,TRACT.PA
UCAPITAL GLOBAL PLC,Common Stock,,MLALE,Euronext Paris,True,MLALE.PA
HOPIUM SA,Common Stock,,ALHPI,Euronext Paris,True,ALHPI.PA
STELLANTIS NV,Common Stock,,STLAP,Euronext Paris,True,STLAP.PA
HYDROGEN REFUELING SOLUTIONS,Common Stock,,ALHRS,Euronext Paris,True,ALHRS.PA
TECHNIP ENERGIES NV,Common Stock,,TE,Euronext Paris,True,TE.PA
LARGO SA,Common Stock,,ALLGO,Euronext Paris,True,ALLGO.PA
GLOBAL PIELAGO SOCIMI SA,Common Stock,,MLNDG,Euronext Paris,True,MLNDG.PA
HAMILTON GLOBAL OPPORTUNITIE,Common Stock,,ALHGO,Euronext Paris,True,ALHGO.PA
OBIZ SA,Common Stock,,ALBIZ,Euronext Paris,True,ALBIZ.PA
NAM R SA,Common Stock,,ALNMR,Euronext Paris,True,ALNMR.PA
BELIEVE DIGITAL,Common Stock,,1284378D,Euronext Paris,True,1284378D.PA
OMER-DECUGIS & CIE SACA,Common Stock,,ALODC,Euronext Paris,True,ALODC.PA
ABO GROUP ENVIRONMENT,Common Stock,,ABO,Euronext Paris,True,ABO.PA
ARAMIS GROUP SAS,Common Stock,,ARAMI,Euronext Paris,True,ARAMI.PA
INTEGRITAS VIAGER SA,Common Stock,,MLVIE,Euronext Paris,True,MLVIE.PA
HYDROGENE DE FRANCE SACA,Common Stock,,HDF,Euronext Paris,True,HDF.PA
BOA CONCEPT SACA,Common Stock,,ALBOA,Euronext Paris,True,ALBOA.PA
NFL BIOSCIENCES SA,Common Stock,,ALNFL,Euronext Paris,True,ALNFL.PA
AMA CORP PLC,Common Stock,,ALAMA,Euronext Paris,True,ALAMA.PA
RAPID NUTRITION PLC,Common Stock,,ALRPD,Euronext Paris,True,ALRPD.PA
SPARTOO,Common Stock,,ALSPT,Euronext Paris,True,ALSPT.PA
E-PANGO SAS,Common Stock,,ALAGO,Euronext Paris,True,ALAGO.PA
ENOGIA SAS,Common Stock,,ALENO,Euronext Paris,True,ALENO.PA
RES GESTAE SOCIMI SA,Common Stock,,MLJDL,Euronext Paris,True,MLJDL.PA
IKONISYS SA,Common Stock,,ALIKO,Euronext Paris,True,ALIKO.PA
MERIDIA RE IV SOCIMI SAU,Common Stock,,MLMIV,Euronext Paris,True,MLMIV.PA
DEEZER SA,Common Stock,,DEEZR,Euronext Paris,True,DEEZR.PA
PLASTICOS COMPUESTOS SA,Common Stock,,ALKOM,Euronext Paris,True,ALKOM.PA
IMPULSE FITNESS SOLUTIONS SA,Common Stock,,MLIFS,Euronext Paris,True,MLIFS.PA
GROUPE AIRWELL,Common Stock,,ALAIR,Euronext Paris,True,ALAIR.PA
FAIFEY INVEST SOCIMI SA,Common Stock,,MLECE,Euronext Paris,True,MLECE.PA
IGIS NEPTUNE BARCELONA HOLDC,Common Stock,,MLABC,Euronext Paris,True,MLABC.PA
AFYREN SAS,Common Stock,,ALAFY,Euronext Paris,True,ALAFY.PA
ENTECH SACA,Common Stock,,ALESE,Euronext Paris,True,ALESE.PA
ANTIN INFRASTRUCTURE PARTNER,Common Stock,,ANTIN,Euronext Paris,True,ANTIN.PA
ARIMELIA ITG SOCIMI SA,Common Stock,,MLARI,Euronext Paris,True,MLARI.PA
OVH GROUPE SA,Common Stock,,OVH,Euronext Paris,True,OVH.PA
MEXEDIA SPA,Common Stock,,ALMEX,Euronext Paris,True,ALMEX.PA
SCIENTIA SCHOOL SA,Common Stock,,MLSCI,Euronext Paris,True,MLSCI.PA
AUDACIA SA,Common Stock,,ALAUD,Euronext Paris,True,ALAUD.PA
WAGA ENERGY SA,Common Stock,,WAGA,Euronext Paris,True,WAGA.PA
MAAT PHARMA SACA,Common Stock,,MAAT,Euronext Paris,True,MAAT.PA
FORSEE POWER SACA,Common Stock,,ALFOR,Euronext Paris,True,ALFOR.PA
CRYPTO BLOCKCHAIN INDUSTRIES,Common Stock,,ALCBI,Euronext Paris,True,ALCBI.PA
L AGENCE AUTOMOBILIERE SACA,Common Stock,,MLAA,Euronext Paris,True,MLAA.PA
GROLLEAU SACA,Common Stock,,ALGRO,Euronext Paris,True,ALGRO.PA
TOOSLA SACA,Common Stock,,ALTOO,Euronext Paris,True,ALTOO.PA
METAVISIO SA,Common Stock,,ALTHO,Euronext Paris,True,ALTHO.PA
PERSEIDA RENTA GESTION SOCIM,Common Stock,,MLPER,Euronext Paris,True,MLPER.PA
VANDOR REAL ESTATE SOCIMI SA,Common Stock,,MLVRE,Euronext Paris,True,MLVRE.PA
DASSAULT SYSTEMES SE-NEW,Common Stock,,DSYNV,Euronext Paris,True,DSYNV.PA
SIPARIO MOVIES,Common Stock,,ALIE,Euronext Paris,True,ALIE.PA
BEBO HEALTH SA,Common Stock,,MLBBO,Euronext Paris,True,MLBBO.PA
HAFFNER ENERGY SA,Common Stock,,ALHAF,Euronext Paris,True,ALHAF.PA
